student_id,course_id,completion_status,quiz_score,time_spent,engagement_score,interaction_score
STU00426,CRS00333,Not completed,60,116,0.11873462835035897,0.2637469256700718
STU00426,CRS00278,Not completed,97,161,0.40500312248825143,0.4690006244976503
STU00426,CRS00223,Completed,91,204,0.3539864201946006,0.8347972840389202
STU00426,CRS00368,Completed,74,297,0.18149799029409364,0.7322995980588187
STU00426,CRS00207,Not completed,79,272,0.4129986250129176,0.39859972500258356
STU00426,CRS00044,Not completed,91,16,0.29176807262328386,0.4223536145246568
STU00426,CRS00400,Completed,45,48,0.62614049939373,0.7052280998787461
STU00426,CRS00385,Completed,49,257,0.8216669646090412,0.7603333929218083
STU00426,CRS00086,Completed,94,140,0.8252842575434362,0.9410568515086872
STU00426,CRS00487,Not completed,47,239,0.8762477270665221,0.36324954541330445
STU00426,CRS00492,Completed,79,120,0.8734713997746153,0.8906942799549231
STU00427,CRS00101,Not completed,84,142,0.868910974885775,0.509782194977155
STU00427,CRS00143,Completed,95,128,0.03853220504801358,0.7877064410096027
STU00427,CRS00127,Completed,67,168,0.6725364999959698,0.802507299999194
STU00427,CRS00130,Completed,89,214,0.1983292957117644,0.7956658591423529
STU00427,CRS00117,Completed,85,234,0.6007582949237615,0.8601516589847523
STU00427,CRS00119,Not completed,97,121,0.7831750150134557,0.5446350030026912
STU00427,CRS00054,Not completed,82,114,0.35951576952112585,0.3999031539042252
STU00427,CRS00073,Completed,99,229,0.39863841109846365,0.8757276822196928
STU00427,CRS00007,Not completed,76,50,0.6218585788673472,0.4283717157734695
STU00427,CRS00100,Not completed,76,132,0.8203934888922275,0.4680786977784456
STU00427,CRS00131,Completed,62,57,0.8663204752697972,0.8212640950539595
STU00427,CRS00159,Completed,88,57,0.31424924331845494,0.814849848663691
STU00427,CRS00199,Completed,62,61,0.5587258044507357,0.7597451608901472
STU00427,CRS00420,Not completed,41,90,0.8118603841779397,0.326372076835588
STU00427,CRS00390,Completed,45,280,0.9935147559042302,0.7787029511808461
STU00427,CRS00427,Not completed,32,193,0.11201660968298488,0.15040332193659697
STU00427,CRS00198,Not completed,59,78,0.28323282428657315,0.2926465648573146
STU00427,CRS00424,Not completed,47,270,0.583632687936379,0.3047265375872758
STU00427,CRS00123,Not completed,71,298,0.4590790223704473,0.37581580447408947
STU00427,CRS00184,Completed,80,82,0.043178743760198035,0.7286357487520397
STU00428,CRS00087,Not completed,93,180,0.8099473257487225,0.5339894651497445
STU00428,CRS00118,Not completed,76,234,0.7469545609008289,0.4533909121801658
STU00428,CRS00146,Completed,89,95,0.8422323890741439,0.9244464778148288
STU00428,CRS00014,Not completed,64,26,0.6573473627684224,0.38746947255368447
STU00428,CRS00072,Not completed,77,261,0.19284023956890373,0.3465680479137808
STU00428,CRS00071,Not completed,68,178,0.9310741350820697,0.458214827016414
STU00428,CRS00057,Completed,94,261,0.5259240454864402,0.881184809097288
STU00428,CRS00038,Not completed,84,205,0.4001058238223293,0.4160211647644659
STU00428,CRS00047,Not completed,97,283,0.012543988276530471,0.3905087976553061
STU00428,CRS00042,Completed,71,103,0.6804992735761584,0.8200998547152316
STU00428,CRS00023,Not completed,93,61,0.7999330555684505,0.5319866111136902
STU00428,CRS00151,Not completed,90,186,0.08591527439236024,0.3771830548784721
STU00428,CRS00224,Not completed,59,263,0.9081818543857227,0.41763637087714456
STU00428,CRS00219,Not completed,68,93,0.5296525798914425,0.37793051597828853
STU00428,CRS00499,Completed,37,236,0.11283516944157423,0.5705670338883149
STU00428,CRS00149,Not completed,62,152,0.945875116362513,0.43717502327250257
STU00428,CRS00294,Completed,46,123,0.42230624181980714,0.6684612483639615
STU00428,CRS00039,Not completed,85,171,0.97528153546865,0.53505630709373
STU00428,CRS00155,Not completed,66,264,0.37808743003132594,0.3396174860062652
STU00428,CRS00041,Completed,85,30,0.2036115714706921,0.7807223142941384
STU00429,CRS00252,Not completed,60,155,0.40054105248671146,0.3201082104973423
STU00429,CRS00209,Completed,62,198,0.279996269897535,0.703999253979507
STU00429,CRS00296,Completed,87,285,0.9132662016452692,0.9306532403290538
STU00429,CRS00179,Completed,63,212,0.6107282714035809,0.7741456542807162
STU00429,CRS00326,Completed,89,157,0.3951348108071455,0.8350269621614291
STU00429,CRS00262,Completed,68,247,0.10674570046679877,0.6933491400933598
STU00429,CRS00213,Not completed,80,144,0.6655289197038283,0.4531057839407657
STU00429,CRS00264,Not completed,64,43,0.4405918590333937,0.34411837180667876
STU00429,CRS00310,Not completed,96,263,0.9576850111325194,0.5755370022265038
STU00429,CRS00242,Not completed,73,191,0.41853834870595574,0.37570766974119113
STU00429,CRS00255,Completed,65,281,0.035831374117450965,0.6671662748234902
STU00429,CRS00206,Completed,70,126,0.05311387529400469,0.6906227750588009
STU00429,CRS00396,Completed,68,254,0.7495815288174187,0.8219163057634837
STU00429,CRS00437,Not completed,46,41,0.7564606986288263,0.3352921397257653
STU00429,CRS00365,Not completed,39,98,0.10917975996055751,0.17783595199211152
STU00429,CRS00017,Completed,90,248,0.8035851160785769,0.9207170232157154
STU00429,CRS00121,Completed,85,262,0.04188712545976658,0.7483774250919533
STU00429,CRS00202,Not completed,64,191,0.10846863934910567,0.27769372786982116
STU00429,CRS00080,Not completed,87,203,0.2131903499036093,0.3906380699807219
STU00429,CRS00148,Not completed,70,138,0.1580439727273114,0.31160879454546225
STU00430,CRS00116,Completed,92,266,0.23361712575406657,0.8147234251508133
STU00430,CRS00033,Completed,91,126,0.11712489114253877,0.7874249782285078
STU00430,CRS00122,Not completed,80,240,0.5295009196603323,0.4259001839320665
STU00430,CRS00103,Not completed,95,44,0.475553726433405,0.475110745286681
STU00430,CRS00163,Not completed,88,258,0.6359322626187138,0.4791864525237428
STU00430,CRS00002,Completed,60,22,0.8182342991165918,0.8036468598233184
STU00430,CRS00081,Completed,99,203,0.9208331621608188,0.9801666324321638
STU00430,CRS00048,Not completed,74,206,0.6198210033191597,0.41996420066383194
STU00430,CRS00086,Completed,96,61,0.6823597059661493,0.9204719411932298
STU00430,CRS00043,Completed,70,87,0.06855726210609603,0.6937114524212191
STU00430,CRS00156,Not completed,68,25,0.6555668417986835,0.40311336835973677
STU00430,CRS00085,Not completed,72,83,0.5227747100241474,0.3925549420048295
STU00430,CRS00079,Completed,64,113,0.4815423455916459,0.7523084691183293
STU00430,CRS00456,Completed,52,186,0.7877564883468366,0.7655512976693675
STU00430,CRS00195,Completed,31,16,0.7911229211667486,0.6822245842333498
STU00430,CRS00271,Not completed,77,124,0.8890338504748443,0.4858067700949689
STU00430,CRS00254,Not completed,76,262,0.7033093531827831,0.4446618706365567
STU00430,CRS00284,Not completed,40,295,0.16054765158635642,0.19210953031727132
STU00430,CRS00065,Completed,65,133,0.19070048408200346,0.6981400968164008
STU00430,CRS00360,Not completed,56,292,0.561383629533728,0.3362767259067456
STU00431,CRS00120,Not completed,94,185,0.705764361450928,0.5171528722901856
STU00431,CRS00046,Not completed,99,244,0.49096803537117517,0.49419360707423504
STU00431,CRS00050,Completed,97,228,0.28312542021133336,0.8446250840422667
STU00431,CRS00083,Not completed,74,70,0.6129274366282664,0.41858548732565326
STU00431,CRS00001,Not completed,95,88,0.340507912291927,0.4481015824583854
STU00431,CRS00082,Completed,70,130,0.6620229881777095,0.8124045976355418
STU00431,CRS00089,Not completed,92,55,0.4047344793970896,0.448946895879418
STU00431,CRS00052,Not completed,90,76,0.04632995278558172,0.3692659905571164
STU00431,CRS00148,Not completed,64,152,0.191186153863669,0.2942372307727338
STU00431,CRS00067,Not completed,94,278,0.2071552512702427,0.41743105025404853
STU00431,CRS00006,Not completed,73,124,0.6800629479517715,0.42801258959035426
STU00431,CRS00169,Not completed,85,56,0.0666541057515474,0.3533308211503095
STU00431,CRS00478,Not completed,75,245,0.9588409524522727,0.4917681904904546
STU00431,CRS00235,Not completed,65,120,0.6363530381954136,0.3872706076390827
STU00431,CRS00258,Not completed,54,29,0.7669801879116606,0.36939603758233214
STU00431,CRS00313,Not completed,72,192,0.4594214159215382,0.3798842831843076
STU00431,CRS00126,Not completed,77,111,0.4450926974962721,0.3970185394992545
STU00431,CRS00303,Not completed,60,250,0.5952364391568397,0.3590472878313679
STU00431,CRS00118,Completed,67,247,0.30352644519025473,0.728705289038051
STU00431,CRS00298,Completed,40,244,0.14980269243484123,0.5899605384869683
STU00432,CRS00267,Not completed,97,39,0.9513960269980043,0.5782792053996009
STU00432,CRS00245,Completed,99,279,0.07932356079409109,0.8118647121588183
STU00432,CRS00186,Not completed,79,152,0.06419153842148306,0.32883830768429667
STU00432,CRS00271,Completed,72,170,0.46009426550954335,0.7800188531019087
STU00432,CRS00195,Completed,86,247,0.33275835870701076,0.8105516717414022
STU00432,CRS00208,Not completed,77,147,0.5398075778161897,0.415961515563238
STU00432,CRS00300,Completed,83,77,0.48276743515741094,0.8285534870314821
STU00432,CRS00202,Completed,89,265,0.6448320175705137,0.8849664035141027
STU00432,CRS00330,Not completed,99,129,0.36191391783856897,0.4683827835677138
STU00432,CRS00259,Completed,78,178,0.8021495993571715,0.8724299198714344
STU00432,CRS00289,Completed,67,287,0.4877623824881778,0.7655524764976356
STU00432,CRS00288,Not completed,99,274,0.593228549668256,0.5146457099336512
STU00432,CRS00043,Not completed,88,174,0.21277369666301682,0.39455473933260343
STU00432,CRS00489,Not completed,39,24,0.5376414779058533,0.2635282955811707
STU00432,CRS00398,Completed,51,235,0.22674978532660872,0.6493499570653218
STU00432,CRS00064,Completed,86,67,0.8451651222558978,0.9130330244511795
STU00432,CRS00190,Not completed,89,253,0.13741449758074376,0.3834828995161488
STU00432,CRS00233,Completed,82,132,0.24581263790308916,0.7771625275806178
STU00432,CRS00312,Completed,68,20,0.5505352492324803,0.7821070498464961
STU00432,CRS00071,Completed,75,180,0.2529435251665617,0.7505887050333124
STU00433,CRS00476,Not completed,61,292,0.8587641418871146,0.4157528283774229
STU00433,CRS00393,Completed,64,62,0.1947687672206838,0.6949537534441368
STU00433,CRS00312,Not completed,60,82,0.574365144726112,0.3548730289452224
STU00433,CRS00486,Not completed,36,69,0.16139603153183546,0.1762792063063671
STU00433,CRS00068,Not completed,84,289,0.5575555684603,0.44751111369206004
STU00433,CRS00498,Not completed,73,177,0.2606672984835312,0.3441334596967062
STU00433,CRS00323,Completed,55,45,0.2703778494195598,0.674075569883912
STU00433,CRS00222,Completed,62,133,0.37728751933030724,0.7234575038660614
STU00433,CRS00157,Completed,79,79,0.03672366451351494,0.7233447329027031
STU00433,CRS00389,Completed,33,69,0.8708264472997348,0.706165289459947
STU00433,CRS00147,Not completed,98,44,0.35419132969059364,0.4628382659381187
STU00433,CRS00372,Not completed,43,31,0.8327939182353591,0.3385587836470718
STU00433,CRS00030,Not completed,81,137,0.047522409545208366,0.33350448190904175
STU00433,CRS00359,Not completed,76,192,0.9709236157106674,0.4981847231421336
STU00433,CRS00166,Completed,66,17,0.016459303532688874,0.6672918607065378
STU00433,CRS00370,Not completed,45,263,0.7854009889840219,0.3370801977968044
STU00433,CRS00139,Completed,81,82,0.5741821230353079,0.8388364246070616
STU00433,CRS00445,Not completed,62,210,0.8793309178316113,0.4238661835663223
STU00433,CRS00134,Completed,62,118,0.5058695915780201,0.7491739183156041
STU00433,CRS00462,Completed,51,241,0.8777524555831786,0.7795504911166358
STU00434,CRS00093,Completed,70,233,0.28552370988571973,0.7371047419771439
STU00434,CRS00130,Completed,64,136,0.47574294248116455,0.751148588496233
STU00434,CRS00043,Completed,78,215,0.11318114519497369,0.7346362290389948
STU00434,CRS00087,Completed,97,142,0.9252811231790702,0.9730562246358141
STU00434,CRS00100,Completed,65,66,0.6504917906566511,0.7900983581313302
STU00434,CRS00150,Not completed,94,214,0.011306844005760208,0.378261368801152
STU00434,CRS00156,Not completed,91,183,0.37942840310018655,0.43988568062003736
STU00434,CRS00113,Not completed,93,110,0.6907879495794684,0.5101575899158938
STU00434,CRS00081,Not completed,88,119,0.6957638161712371,0.49115276323424745
STU00434,CRS00094,Completed,87,200,0.9930655984115732,0.9466131196823147
STU00434,CRS00146,Completed,98,87,0.18170372131215196,0.8283407442624304
STU00434,CRS00074,Completed,60,297,0.37039052028343733,0.7140781040566875
STU00434,CRS00122,Completed,99,194,0.9167025935123239,0.9793405187024649
STU00434,CRS00272,Completed,49,131,0.5861949276471206,0.7132389855294242
STU00434,CRS00002,Not completed,68,156,0.8303646063092867,0.4380729212618574
STU00434,CRS00187,Completed,31,168,0.7021835853235704,0.6644367170647141
STU00434,CRS00449,Completed,65,79,0.8806372681652667,0.8361274536330534
STU00434,CRS00028,Not completed,77,227,0.8362972518761627,0.4752594503752326
STU00434,CRS00440,Not completed,40,147,0.2965741244309513,0.2193148248861903
STU00434,CRS00011,Not completed,88,162,0.29507490012363957,0.41101498002472797
STU00435,CRS00313,Completed,69,195,0.274737909584325,0.7309475819168649
STU00435,CRS00231,Completed,70,150,0.3237733762905991,0.7447546752581198
STU00435,CRS00273,Not completed,77,283,0.578699279897476,0.42373985597949526
STU00435,CRS00275,Not completed,96,203,0.25322470421160914,0.43464494084232186
STU00435,CRS00225,Not completed,95,46,0.161959693573286,0.4123919387146572
STU00435,CRS00322,Completed,100,82,0.552794415386903,0.9105588830773806
STU00435,CRS00207,Completed,76,198,0.9843268614474796,0.900865372289496
STU00435,CRS00214,Completed,85,181,0.9808455376428236,0.9361691075285647
STU00435,CRS00311,Not completed,66,75,0.6996224733402401,0.40392449466804803
STU00435,CRS00308,Completed,97,53,0.44164935085649615,0.8763298701712993
STU00435,CRS00212,Not completed,68,90,0.5137275793430398,0.374745515868608
STU00435,CRS00260,Not completed,90,52,0.4582441372796816,0.4516488274559364
STU00435,CRS00256,Completed,81,166,0.34432452007669745,0.7928649040153396
STU00435,CRS00036,Completed,72,66,0.9121092530757672,0.8704218506151534
STU00435,CRS00192,Completed,98,189,0.5144777771015323,0.8948955554203065
STU00435,CRS00134,Not completed,84,202,0.10373417150736286,0.3567468343014726
STU00435,CRS00428,Completed,32,272,0.27601145255258863,0.5832022905105178
STU00435,CRS00030,Completed,99,214,0.8964691444908934,0.9752938288981787
STU00435,CRS00060,Not completed,93,68,0.022205629843918162,0.3764411259687837
STU00435,CRS00381,Not completed,45,148,0.6260918282148953,0.3052183656429791
STU00436,CRS00228,Completed,94,106,0.28498709979092685,0.8329974199581854
STU00436,CRS00204,Not completed,98,236,0.1699478444630902,0.4259895688926181
STU00436,CRS00206,Completed,72,228,0.9913109310991116,0.8862621862198223
STU00436,CRS00179,Completed,82,97,0.02135201399872222,0.7322704027997444
STU00436,CRS00255,Not completed,76,229,0.8357274879073064,0.47114549758146135
STU00436,CRS00213,Not completed,70,111,0.2608013421633495,0.3321602684326699
STU00436,CRS00242,Not completed,95,100,0.5994931499989254,0.49989862999978507
STU00436,CRS00230,Completed,73,278,0.2171248920411678,0.7354249784082335
STU00436,CRS00264,Not completed,72,84,0.5714765768969513,0.40229531537939023
STU00436,CRS00296,Not completed,98,295,0.7904239549594133,0.5500847909918827
STU00436,CRS00331,Completed,84,45,0.8457582756602763,0.9051516551320553
STU00436,CRS00262,Not completed,96,284,0.7858002614252216,0.5411600522850444
STU00436,CRS00263,Completed,79,111,0.21962479816935665,0.7599249596338714
STU00436,CRS00209,Not completed,65,123,0.02995784265071899,0.26599156853014383
STU00436,CRS00252,Completed,83,78,0.6493703550271741,0.8618740710054348
STU00436,CRS00111,Not completed,86,65,0.5457862783863513,0.4531572556772703
STU00436,CRS00370,Not completed,77,39,0.2655313533948268,0.3611062706789654
STU00436,CRS00405,Completed,30,82,0.6127709469694175,0.6425541893938835
STU00436,CRS00432,Not completed,57,115,0.13981736567863567,0.2559634731357271
STU00436,CRS00322,Not completed,91,101,0.05409860142317535,0.3748197202846351
STU00437,CRS00109,Not completed,74,70,0.12960804832090367,0.3219216096641807
STU00437,CRS00031,Not completed,78,21,0.5013616415329784,0.4122723283065957
STU00437,CRS00166,Not completed,80,130,0.6724621023094723,0.45449242046189453
STU00437,CRS00051,Completed,89,117,0.8635266344651663,0.9287053268930333
STU00437,CRS00076,Not completed,82,151,0.8162003176419503,0.4912400635283901
STU00437,CRS00147,Completed,97,23,0.7038450298271842,0.9287690059654369
STU00437,CRS00155,Not completed,63,143,0.7486249864157393,0.40172499728314787
STU00437,CRS00134,Not completed,72,64,0.37686737446269136,0.36337347489253824
STU00437,CRS00143,Not completed,85,74,0.0005067394646609547,0.3401013478929322
STU00437,CRS00030,Completed,69,175,0.47177909158776077,0.7703558183175521
STU00437,CRS00004,Not completed,68,288,0.9906504494081978,0.4701300898816396
STU00437,CRS00120,Not completed,80,97,0.7757902416768121,0.47515804833536246
STU00437,CRS00117,Not completed,85,250,0.47091848438563355,0.43418369687712677
STU00437,CRS00420,Completed,57,209,0.15390489579945943,0.6587809791598919
STU00437,CRS00317,Not completed,63,205,0.7383006217394913,0.39966012434789827
STU00437,CRS00268,Completed,39,62,0.7215298581735611,0.7003059716347123
STU00437,CRS00145,Not completed,78,64,0.25985265943416314,0.3639705318868327
STU00437,CRS00083,Completed,83,16,0.7969039961859479,0.8913807992371896
STU00437,CRS00098,Not completed,86,102,0.15188975865176935,0.3743779517303539
STU00437,CRS00160,Completed,93,187,0.04913341386012082,0.7818266827720242
STU00438,CRS00209,Completed,87,96,0.46835545433056003,0.841671090866112
STU00438,CRS00230,Completed,61,57,0.8198317013665684,0.8079663402733137
STU00438,CRS00260,Not completed,88,252,0.6186210913890571,0.4757242182778115
STU00438,CRS00255,Completed,97,230,0.40909676336875933,0.8698193526737519
STU00438,CRS00207,Not completed,99,231,0.1774301000410018,0.43148602000820035
STU00438,CRS00310,Not completed,73,22,0.313110453347758,0.3546220906695516
STU00438,CRS00263,Completed,92,261,0.0920778383348072,0.7864155676669614
STU00438,CRS00296,Not completed,84,247,0.46805240631697265,0.4296104812633946
STU00438,CRS00278,Completed,99,296,0.12702262941420894,0.8214045258828419
STU00438,CRS00185,Not completed,68,109,0.9256469605442736,0.4571293921088547
STU00438,CRS00331,Not completed,66,207,0.11780621170813954,0.28756124234162794
STU00438,CRS00318,Not completed,74,201,0.4176405131077082,0.37952810262154163
STU00438,CRS00460,Not completed,74,215,0.6473780179992131,0.4254756035998426
STU00438,CRS00339,Completed,77,256,0.5524552705141771,0.8184910541028355
STU00438,CRS00377,Completed,57,42,0.3625586244980118,0.7005117248996023
STU00438,CRS00199,Completed,89,239,0.47680490783401264,0.8513609815668025
STU00438,CRS00383,Not completed,30,137,0.2271994741078429,0.16543989482156857
STU00438,CRS00370,Not completed,80,273,0.5148744603252119,0.42297489206504246
STU00438,CRS00324,Completed,90,133,0.4450616210326941,0.8490123242065388
STU00438,CRS00127,Not completed,89,196,0.015298954177483948,0.35905979083549683
STU00439,CRS00331,Not completed,73,203,0.05126855727991064,0.3022537114559821
STU00439,CRS00242,Not completed,84,129,0.8687763398861694,0.5097552679772339
STU00439,CRS00310,Completed,64,296,0.22645760219183064,0.7012915204383662
STU00439,CRS00179,Not completed,63,219,0.6690332393967495,0.38580664787934993
STU00439,CRS00264,Not completed,72,284,0.2684198022763463,0.3416839604552693
STU00439,CRS00263,Completed,60,257,0.48507788883428804,0.7370155777668577
STU00439,CRS00296,Not completed,77,241,0.1821569246117266,0.3444313849223454
STU00439,CRS00206,Completed,94,169,0.8339206244111739,0.9427841248822348
STU00439,CRS00230,Completed,74,95,0.6535221802987816,0.8267044360597563
STU00439,CRS00262,Not completed,74,287,0.7164351234293102,0.439287024685862
STU00439,CRS00213,Not completed,79,210,0.8604773163314603,0.48809546326629216
STU00439,CRS00326,Not completed,82,74,0.3038962735952411,0.38877925471904823
STU00439,CRS00396,Not completed,55,75,0.9923080817887062,0.41846161635774126
STU00439,CRS00255,Not completed,68,81,0.7435592629538185,0.4207118525907637
STU00439,CRS00077,Not completed,70,20,0.49714071984754493,0.37942814396950897
STU00439,CRS00091,Completed,71,111,0.8873969870369721,0.8614793974073944
STU00439,CRS00332,Completed,96,290,0.8454693658766081,0.9530938731753217
STU00439,CRS00466,Completed,53,44,0.7563752977953446,0.763275059559069
STU00439,CRS00196,Completed,75,202,0.2503649782025479,0.7500729956405097
STU00439,CRS00336,Not completed,66,281,0.20020792667223852,0.3040415853344477
STU00440,CRS00374,Completed,81,171,0.8878733460521775,0.9015746692104356
STU00440,CRS00116,Not completed,87,298,0.5546695692779959,0.45893391385559923
STU00440,CRS00043,Completed,99,215,0.08381674270642092,0.8127633485412842
STU00440,CRS00406,Not completed,86,31,0.5170577273936353,0.4474115454787271
STU00440,CRS00300,Completed,78,153,0.6379790590023068,0.8395958118004614
STU00440,CRS00208,Completed,83,146,0.2214727577704675,0.7762945515540934
STU00440,CRS00324,Completed,83,97,0.08247721167274302,0.7484954423345486
STU00440,CRS00259,Not completed,98,29,0.26406834000399115,0.44481366800079825
STU00440,CRS00202,Completed,86,202,0.6825518723270023,0.8805103744654005
STU00440,CRS00085,Completed,92,274,0.7583352828333633,0.9196670565666727
STU00440,CRS00048,Completed,78,241,0.20397991894337963,0.752795983788676
STU00440,CRS00245,Not completed,96,28,0.8492269010549722,0.5538453802109945
STU00440,CRS00385,Not completed,88,79,0.3928255015322333,0.4305651003064467
STU00440,CRS00079,Not completed,86,55,0.3402461514811369,0.4120492302962274
STU00440,CRS00002,Not completed,78,22,0.4988609766562666,0.41177219533125337
STU00440,CRS00095,Completed,86,92,0.772139019436981,0.8984278038873962
STU00440,CRS00274,Completed,80,283,0.8203686199178284,0.8840737239835658
STU00440,CRS00354,Completed,95,159,0.2475882686219506,0.8295176537243901
STU00440,CRS00399,Not completed,94,142,0.21906101743713202,0.4198122034874264
STU00440,CRS00046,Completed,88,48,0.28902721215388294,0.8098054424307766
STU00441,CRS00367,Not completed,89,97,0.726718716863365,0.5013437433726731
STU00441,CRS00438,Not completed,60,189,0.8723131266304319,0.41446262532608635
STU00441,CRS00489,Not completed,89,272,0.8994798520021314,0.5358959704004264
STU00441,CRS00431,Completed,70,275,0.5319600300884303,0.786392006017686
STU00441,CRS00460,Completed,70,122,0.6568708891826551,0.811374177836531
STU00441,CRS00353,Completed,95,143,0.7250850392039568,0.9250170078407914
STU00441,CRS00344,Not completed,90,34,0.1260417038796391,0.38520834077592786
STU00441,CRS00418,Completed,70,95,0.1833681162680787,0.7166736232536157
STU00441,CRS00423,Completed,73,294,0.0791129606837353,0.707822592136747
STU00441,CRS00384,Completed,75,238,0.3969587262515464,0.7793917452503094
STU00441,CRS00405,Not completed,97,111,0.5430521931498534,0.4966104386299707
STU00441,CRS00395,Not completed,66,275,0.9600444625786296,0.45600889251572596
STU00441,CRS00183,Not completed,88,209,0.6777677683990191,0.48755355367980385
STU00441,CRS00002,Not completed,83,256,0.347515587918107,0.40150311758362145
STU00441,CRS00294,Not completed,76,176,0.2809544630603771,0.3601908926120755
STU00441,CRS00420,Completed,65,156,0.8558659232110393,0.8311731846422079
STU00441,CRS00481,Completed,72,28,0.5729846974718774,0.8025969394943755
STU00441,CRS00256,Not completed,79,84,0.006862151237076786,0.3173724302474154
STU00441,CRS00455,Completed,77,176,0.5361772650011862,0.8152354530002374
STU00441,CRS00131,Not completed,88,74,0.9465625087200317,0.5413125017440064
STU00442,CRS00278,Completed,82,214,0.6824927827240207,0.8644985565448041
STU00442,CRS00246,Not completed,95,273,0.2515002028963377,0.4303000405792675
STU00442,CRS00207,Completed,65,96,0.6205957489615561,0.7841191497923112
STU00442,CRS00318,Not completed,74,167,0.20724735721098797,0.3374494714421976
STU00442,CRS00248,Not completed,93,156,0.8243996488408314,0.5368799297681663
STU00442,CRS00024,Completed,79,220,0.06677476929408876,0.7293549538588179
STU00442,CRS00460,Completed,52,218,0.3102953702169604,0.6700590740433922
STU00442,CRS00199,Completed,66,215,0.49791102343390137,0.7635822046867803
STU00442,CRS00401,Not completed,71,215,0.229536755186589,0.3299073510373178
STU00442,CRS00117,Not completed,78,191,0.839527559695762,0.47990551193915243
STU00442,CRS00109,Not completed,87,132,0.6180708280268242,0.4716141656053649
STU00442,CRS00275,Completed,71,183,0.39054810370295545,0.7621096207405911
STU00442,CRS00035,Not completed,100,91,0.8864541154488095,0.577290823089762
STU00442,CRS00177,Completed,99,43,0.395037032116634,0.8750074064233269
STU00442,CRS00073,Not completed,76,117,0.867518794137791,0.47750375882755824
STU00442,CRS00260,Completed,83,162,0.8678024094332637,0.9055604818866527
STU00442,CRS00191,Completed,79,183,0.9731387495970274,0.9106277499194055
STU00442,CRS00098,Not completed,100,248,0.5083226246311315,0.5016645249262264
STU00442,CRS00295,Not completed,60,120,0.019412537953065412,0.24388250759061308
STU00442,CRS00087,Completed,71,70,0.6372644615041504,0.8114528923008301
STU00443,CRS00245,Completed,84,222,0.1351058290180388,0.7630211658036078
STU00443,CRS00229,Completed,66,73,0.2109730338821778,0.7061946067764356
STU00443,CRS00330,Not completed,71,207,0.4054847282343649,0.36509694564687295
STU00443,CRS00335,Not completed,77,114,0.9944145851941809,0.5068829170388363
STU00443,CRS00181,Not completed,75,265,0.3836639068187132,0.37673278136374266
STU00443,CRS00316,Completed,84,178,0.4669602376214781,0.8293920475242956
STU00443,CRS00289,Completed,83,292,0.033582332000982706,0.7387164664001965
STU00443,CRS00271,Completed,75,271,0.7390383858996151,0.8478076771799231
STU00443,CRS00253,Not completed,81,148,0.5256097946335887,0.4291219589267178
STU00443,CRS00259,Not completed,68,45,0.9092640430945901,0.4538528086189181
STU00443,CRS00300,Completed,60,21,0.9792103716842654,0.8358420743368531
STU00443,CRS00324,Not completed,83,55,0.7935056520725629,0.4907011304145126
STU00443,CRS00145,Not completed,92,295,0.7736535786803673,0.5227307157360735
STU00443,CRS00426,Completed,47,150,0.5400946103013291,0.6960189220602659
STU00443,CRS00047,Not completed,70,213,0.4815249403627756,0.3763049880725551
STU00443,CRS00254,Completed,69,39,0.9776756784806081,0.8715351356961216
STU00443,CRS00004,Completed,90,111,0.10283386332692279,0.7805667726653845
STU00443,CRS00319,Completed,60,96,0.2016371430322912,0.6803274286064582
STU00443,CRS00473,Not completed,79,231,0.6591657670471263,0.4478331534094253
STU00443,CRS00183,Not completed,62,44,0.016461019252506204,0.2512922038505012
STU00444,CRS00467,Completed,62,191,0.09648958793084506,0.6672979175861691
STU00444,CRS00459,Not completed,78,161,0.5637808536844314,0.4247561707368863
STU00444,CRS00360,Not completed,97,22,0.033523394312523824,0.39470467886250477
STU00444,CRS00452,Not completed,81,131,0.286858657532425,0.38137173150648507
STU00444,CRS00378,Completed,65,264,0.11301539423657814,0.6826030788473156
STU00444,CRS00342,Not completed,87,103,0.7666678573860372,0.5013335714772075
STU00444,CRS00376,Not completed,71,207,0.2663105268288869,0.3372621053657774
STU00444,CRS00414,Not completed,64,76,0.1582589570691849,0.287651791413837
STU00444,CRS00488,Completed,73,56,0.4926457568017727,0.7905291513603545
STU00444,CRS00472,Completed,70,103,0.9537204124230537,0.8707440824846107
STU00444,CRS00436,Completed,84,40,0.6700838332108221,0.8700167666421644
STU00444,CRS00347,Not completed,82,188,0.8645063356192041,0.5009012671238409
STU00444,CRS00160,Completed,88,63,0.4795475767816193,0.8479095153563239
STU00444,CRS00176,Completed,86,77,0.2649508875999048,0.7969901775199809
STU00444,CRS00052,Not completed,88,149,0.8941393268866669,0.5308278653773334
STU00444,CRS00473,Not completed,79,168,0.5920290969069277,0.4344058193813856
STU00444,CRS00039,Completed,71,125,0.687671300612278,0.8215342601224556
STU00444,CRS00324,Completed,73,293,0.6302750264714342,0.8180550052942868
STU00444,CRS00017,Not completed,71,263,0.7012428196843601,0.424248563936872
STU00444,CRS00485,Not completed,69,93,0.3563233378983538,0.3472646675796707
STU00445,CRS00190,Not completed,72,276,0.21462491318852772,0.33092498263770553
STU00445,CRS00227,Completed,98,73,0.06040913762938671,0.8040818275258774
