course_id,course_name,category,difficulty_level,description,prerequisites
CRS00251,Intermediate DevOps,DevOps,Intermediate,This Intermediate course teaches DevOps concepts and practical skills.,CRS00161
CRS00252,Applied SQL,SQL,Intermediate,This Intermediate course teaches SQL concepts and practical skills.,CRS00167
CRS00253,Intermediate Software Development,Software Development,Intermediate,This Intermediate course teaches Software Development concepts and practical skills.,CRS00168
CRS00254,Software Development in Practice,Software Development,Intermediate,This Intermediate course teaches Software Development concepts and practical skills.,CRS00168
CRS00255,Applied SQL,SQL,Intermediate,This Intermediate course teaches SQL concepts and practical skills.,CRS00167
CRS00256,Intermediate DevOps,DevOps,Intermediate,This Intermediate course teaches DevOps concepts and practical skills.,CRS00161
CRS00257,Applied DevOps,DevOps,Intermediate,This Intermediate course teaches DevOps concepts and practical skills.,CRS00161
CRS00258,Applied Data Science,Data Science,Intermediate,This Intermediate course teaches Data Science concepts and practical skills.,CRS00169
CRS00259,Applied Cloud Computing,Cloud Computing,Intermediate,This Intermediate course teaches Cloud Computing concepts and practical skills.,CRS00163
CRS00260,Python in Practice,Python,Intermediate,This Intermediate course teaches Python concepts and practical skills.,CRS00143
CRS00261,Intermediate Cybersecurity,Cybersecurity,Intermediate,This Intermediate course teaches Cybersecurity concepts and practical skills.,CRS00149
CRS00262,Applied SQL,SQL,Intermediate,This Intermediate course teaches SQL concepts and practical skills.,CRS00167
CRS00263,Intermediate SQL,SQL,Intermediate,This Intermediate course teaches SQL concepts and practical skills.,CRS00167
CRS00264,Applied SQL,SQL,Intermediate,This Intermediate course teaches SQL concepts and practical skills.,CRS00167
CRS00265,Applied Cybersecurity,Cybersecurity,Intermediate,This Intermediate course teaches Cybersecurity concepts and practical skills.,CRS00149
CRS00266,Intermediate Artificial Intelligence,Artificial Intelligence,Intermediate,This Intermediate course teaches Artificial Intelligence concepts and practical skills.,CRS00153
CRS00267,Intermediate Cloud Computing,Cloud Computing,Intermediate,This Intermediate course teaches Cloud Computing concepts and practical skills.,CRS00163
CRS00268,Python in Practice,Python,Intermediate,This Intermediate course teaches Python concepts and practical skills.,CRS00143
CRS00269,Intermediate Data Analytics,Data Analytics,Intermediate,This Intermediate course teaches Data Analytics concepts and practical skills.,CRS00158
CRS00270,Artificial Intelligence in Practice,Artificial Intelligence,Intermediate,This Intermediate course teaches Artificial Intelligence concepts and practical skills.,CRS00153
CRS00271,Cloud Computing in Practice,Cloud Computing,Intermediate,This Intermediate course teaches Cloud Computing concepts and practical skills.,CRS00163
CRS00272,Intermediate Cloud Computing,Cloud Computing,Intermediate,This Intermediate course teaches Cloud Computing concepts and practical skills.,CRS00163
CRS00273,Intermediate Data Analytics,Data Analytics,Intermediate,This Intermediate course teaches Data Analytics concepts and practical skills.,CRS00158
CRS00274,Web Development in Practice,Web Development,Intermediate,This Intermediate course teaches Web Development concepts and practical skills.,CRS00165
CRS00275,Applied Python,Python,Intermediate,This Intermediate course teaches Python concepts and practical skills.,CRS00143
CRS00276,Applied Data Science,Data Science,Intermediate,This Intermediate course teaches Data Science concepts and practical skills.,CRS00169
CRS00277,Intermediate Python,Python,Intermediate,This Intermediate course teaches Python concepts and practical skills.,CRS00143
CRS00278,Intermediate Python,Python,Intermediate,This Intermediate course teaches Python concepts and practical skills.,CRS00143
CRS00279,Intermediate Machine Learning,Machine Learning,Intermediate,This Intermediate course teaches Machine Learning concepts and practical skills.,CRS00160
CRS00280,Machine Learning in Practice,Machine Learning,Intermediate,This Intermediate course teaches Machine Learning concepts and practical skills.,CRS00160
CRS00281,DevOps in Practice,DevOps,Intermediate,This Intermediate course teaches DevOps concepts and practical skills.,CRS00161
CRS00282,Intermediate Software Development,Software Development,Intermediate,This Intermediate course teaches Software Development concepts and practical skills.,CRS00168
CRS00283,Artificial Intelligence in Practice,Artificial Intelligence,Intermediate,This Intermediate course teaches Artificial Intelligence concepts and practical skills.,CRS00153
CRS00284,Intermediate Data Science,Data Science,Intermediate,This Intermediate course teaches Data Science concepts and practical skills.,CRS00169
CRS00285,Intermediate Data Analytics,Data Analytics,Intermediate,This Intermediate course teaches Data Analytics concepts and practical skills.,CRS00158
CRS00286,Applied Cybersecurity,Cybersecurity,Intermediate,This Intermediate course teaches Cybersecurity concepts and practical skills.,CRS00149
CRS00287,Intermediate Cybersecurity,Cybersecurity,Intermediate,This Intermediate course teaches Cybersecurity concepts and practical skills.,CRS00149
CRS00288,Applied Cloud Computing,Cloud Computing,Intermediate,This Intermediate course teaches Cloud Computing concepts and practical skills.,CRS00163
CRS00289,Intermediate Cloud Computing,Cloud Computing,Intermediate,This Intermediate course teaches Cloud Computing concepts and practical skills.,CRS00163
CRS00290,Intermediate Artificial Intelligence,Artificial Intelligence,Intermediate,This Intermediate course teaches Artificial Intelligence concepts and practical skills.,CRS00153
CRS00291,Intermediate Artificial Intelligence,Artificial Intelligence,Intermediate,This Intermediate course teaches Artificial Intelligence concepts and practical skills.,CRS00153
CRS00292,Intermediate DevOps,DevOps,Intermediate,This Intermediate course teaches DevOps concepts and practical skills.,CRS00161
CRS00293,Applied Data Science,Data Science,Intermediate,This Intermediate course teaches Data Science concepts and practical skills.,CRS00169
CRS00294,Intermediate Cloud Computing,Cloud Computing,Intermediate,This Intermediate course teaches Cloud Computing concepts and practical skills.,CRS00163
CRS00295,Applied Web Development,Web Development,Intermediate,This Intermediate course teaches Web Development concepts and practical skills.,CRS00165
CRS00296,SQL in Practice,SQL,Intermediate,This Intermediate course teaches SQL concepts and practical skills.,CRS00167
CRS00297,Machine Learning in Practice,Machine Learning,Intermediate,This Intermediate course teaches Machine Learning concepts and practical skills.,CRS00160
CRS00298,Applied Artificial Intelligence,Artificial Intelligence,Intermediate,This Intermediate course teaches Artificial Intelligence concepts and practical skills.,CRS00153
CRS00299,Applied Artificial Intelligence,Artificial Intelligence,Intermediate,This Intermediate course teaches Artificial Intelligence concepts and practical skills.,CRS00153
CRS00300,Intermediate Cloud Computing,Cloud Computing,Intermediate,This Intermediate course teaches Cloud Computing concepts and practical skills.,CRS00163
CRS00301,Applied Cybersecurity,Cybersecurity,Intermediate,This Intermediate course teaches Cybersecurity concepts and practical skills.,CRS00149
CRS00302,Applied Data Science,Data Science,Intermediate,This Intermediate course teaches Data Science concepts and practical skills.,CRS00169
CRS00303,Cybersecurity in Practice,Cybersecurity,Intermediate,This Intermediate course teaches Cybersecurity concepts and practical skills.,CRS00149
CRS00304,Cybersecurity in Practice,Cybersecurity,Intermediate,This Intermediate course teaches Cybersecurity concepts and practical skills.,CRS00149
CRS00305,Applied Web Development,Web Development,Intermediate,This Intermediate course teaches Web Development concepts and practical skills.,CRS00165
CRS00306,Applied Machine Learning,Machine Learning,Intermediate,This Intermediate course teaches Machine Learning concepts and practical skills.,CRS00160
CRS00307,Machine Learning in Practice,Machine Learning,Intermediate,This Intermediate course teaches Machine Learning concepts and practical skills.,CRS00160
CRS00308,Data Analytics in Practice,Data Analytics,Intermediate,This Intermediate course teaches Data Analytics concepts and practical skills.,CRS00158
CRS00309,Artificial Intelligence in Practice,Artificial Intelligence,Intermediate,This Intermediate course teaches Artificial Intelligence concepts and practical skills.,CRS00153
CRS00310,Intermediate SQL,SQL,Intermediate,This Intermediate course teaches SQL concepts and practical skills.,CRS00167
CRS00311,Data Analytics in Practice,Data Analytics,Intermediate,This Intermediate course teaches Data Analytics concepts and practical skills.,CRS00158
CRS00312,Deep Learning in Practice,Deep Learning,Intermediate,This Intermediate course teaches Deep Learning concepts and practical skills.,CRS00170
CRS00313,Intermediate Data Analytics,Data Analytics,Intermediate,This Intermediate course teaches Data Analytics concepts and practical skills.,CRS00158
CRS00314,Applied Artificial Intelligence,Artificial Intelligence,Intermediate,This Intermediate course teaches Artificial Intelligence concepts and practical skills.,CRS00153
CRS00315,Machine Learning in Practice,Machine Learning,Intermediate,This Intermediate course teaches Machine Learning concepts and practical skills.,CRS00160
CRS00316,Intermediate Software Development,Software Development,Intermediate,This Intermediate course teaches Software Development concepts and practical skills.,CRS00168
CRS00317,Data Analytics in Practice,Data Analytics,Intermediate,This Intermediate course teaches Data Analytics concepts and practical skills.,CRS00158
CRS00318,Python in Practice,Python,Intermediate,This Intermediate course teaches Python concepts and practical skills.,CRS00143
CRS00319,Intermediate Web Development,Web Development,Intermediate,This Intermediate course teaches Web Development concepts and practical skills.,CRS00165
CRS00320,Data Science in Practice,Data Science,Intermediate,This Intermediate course teaches Data Science concepts and practical skills.,CRS00169
CRS00321,Artificial Intelligence in Practice,Artificial Intelligence,Intermediate,This Intermediate course teaches Artificial Intelligence concepts and practical skills.,CRS00153
CRS00322,Intermediate Data Analytics,Data Analytics,Intermediate,This Intermediate course teaches Data Analytics concepts and practical skills.,CRS00158
CRS00323,Applied Deep Learning,Deep Learning,Intermediate,This Intermediate course teaches Deep Learning concepts and practical skills.,CRS00170
CRS00324,Cloud Computing in Practice,Cloud Computing,Intermediate,This Intermediate course teaches Cloud Computing concepts and practical skills.,CRS00163
CRS00325,Applied Data Science,Data Science,Intermediate,This Intermediate course teaches Data Science concepts and practical skills.,CRS00169
CRS00326,Intermediate SQL,SQL,Intermediate,This Intermediate course teaches SQL concepts and practical skills.,CRS00167
CRS00327,Intermediate Cybersecurity,Cybersecurity,Intermediate,This Intermediate course teaches Cybersecurity concepts and practical skills.,CRS00149
CRS00328,Applied Web Development,Web Development,Intermediate,This Intermediate course teaches Web Development concepts and practical skills.,CRS00165
CRS00329,Applied Machine Learning,Machine Learning,Intermediate,This Intermediate course teaches Machine Learning concepts and practical skills.,CRS00160
CRS00330,Cloud Computing in Practice,Cloud Computing,Intermediate,This Intermediate course teaches Cloud Computing concepts and practical skills.,CRS00163
CRS00331,Intermediate SQL,SQL,Intermediate,This Intermediate course teaches SQL concepts and practical skills.,CRS00167
CRS00332,Software Development in Practice,Software Development,Intermediate,This Intermediate course teaches Software Development concepts and practical skills.,CRS00168
CRS00333,Applied DevOps,DevOps,Intermediate,This Intermediate course teaches DevOps concepts and practical skills.,CRS00161
CRS00334,Intermediate Artificial Intelligence,Artificial Intelligence,Intermediate,This Intermediate course teaches Artificial Intelligence concepts and practical skills.,CRS00153
CRS00335,Software Development in Practice,Software Development,Intermediate,This Intermediate course teaches Software Development concepts and practical skills.,CRS00168
CRS00336,Mastering DevOps,DevOps,Advanced,This Advanced course teaches DevOps concepts and practical skills.,CRS00333
CRS00337,Cloud Computing Techniques,Cloud Computing,Advanced,This Advanced course teaches Cloud Computing concepts and practical skills.,CRS00330
CRS00338,Cybersecurity Techniques,Cybersecurity,Advanced,This Advanced course teaches Cybersecurity concepts and practical skills.,CRS00327
CRS00339,Advanced DevOps,DevOps,Advanced,This Advanced course teaches DevOps concepts and practical skills.,CRS00333
CRS00340,Mastering Web Development,Web Development,Advanced,This Advanced course teaches Web Development concepts and practical skills.,CRS00328
CRS00341,Mastering Software Development,Software Development,Advanced,This Advanced course teaches Software Development concepts and practical skills.,CRS00335
CRS00342,Mastering Machine Learning,Machine Learning,Advanced,This Advanced course teaches Machine Learning concepts and practical skills.,CRS00329
CRS00343,Software Development Techniques,Software Development,Advanced,This Advanced course teaches Software Development concepts and practical skills.,CRS00335
CRS00344,Mastering Cloud Computing,Cloud Computing,Advanced,This Advanced course teaches Cloud Computing concepts and practical skills.,CRS00330
CRS00345,SQL Techniques,SQL,Advanced,This Advanced course teaches SQL concepts and practical skills.,CRS00331
CRS00346,Advanced Cybersecurity,Cybersecurity,Advanced,This Advanced course teaches Cybersecurity concepts and practical skills.,CRS00327
CRS00347,Advanced Data Science,Data Science,Advanced,This Advanced course teaches Data Science concepts and practical skills.,CRS00325
CRS00348,Artificial Intelligence Techniques,Artificial Intelligence,Advanced,This Advanced course teaches Artificial Intelligence concepts and practical skills.,CRS00334
CRS00349,Advanced DevOps,DevOps,Advanced,This Advanced course teaches DevOps concepts and practical skills.,CRS00333
CRS00350,Artificial Intelligence Techniques,Artificial Intelligence,Advanced,This Advanced course teaches Artificial Intelligence concepts and practical skills.,CRS00334
CRS00351,Software Development Techniques,Software Development,Advanced,This Advanced course teaches Software Development concepts and practical skills.,CRS00335
CRS00352,Cybersecurity Techniques,Cybersecurity,Advanced,This Advanced course teaches Cybersecurity concepts and practical skills.,CRS00327
CRS00353,Mastering Data Analytics,Data Analytics,Advanced,This Advanced course teaches Data Analytics concepts and practical skills.,CRS00322
CRS00354,Data Science Techniques,Data Science,Advanced,This Advanced course teaches Data Science concepts and practical skills.,CRS00325
CRS00355,Data Science Techniques,Data Science,Advanced,This Advanced course teaches Data Science concepts and practical skills.,CRS00325
CRS00356,Mastering DevOps,DevOps,Advanced,This Advanced course teaches DevOps concepts and practical skills.,CRS00333
CRS00357,Mastering Cybersecurity,Cybersecurity,Advanced,This Advanced course teaches Cybersecurity concepts and practical skills.,CRS00327
CRS00358,Mastering SQL,SQL,Advanced,This Advanced course teaches SQL concepts and practical skills.,CRS00331
CRS00359,Mastering Deep Learning,Deep Learning,Advanced,This Advanced course teaches Deep Learning concepts and practical skills.,CRS00323
CRS00360,Data Science Techniques,Data Science,Advanced,This Advanced course teaches Data Science concepts and practical skills.,CRS00325
CRS00361,Advanced Artificial Intelligence,Artificial Intelligence,Advanced,This Advanced course teaches Artificial Intelligence concepts and practical skills.,CRS00334
CRS00362,Mastering Web Development,Web Development,Advanced,This Advanced course teaches Web Development concepts and practical skills.,CRS00328
CRS00363,Mastering DevOps,DevOps,Advanced,This Advanced course teaches DevOps concepts and practical skills.,CRS00333
CRS00364,Mastering Data Analytics,Data Analytics,Advanced,This Advanced course teaches Data Analytics concepts and practical skills.,CRS00322
CRS00365,Advanced SQL,SQL,Advanced,This Advanced course teaches SQL concepts and practical skills.,CRS00331
CRS00366,Advanced Data Science,Data Science,Advanced,This Advanced course teaches Data Science concepts and practical skills.,CRS00325
CRS00367,Advanced Data Analytics,Data Analytics,Advanced,This Advanced course teaches Data Analytics concepts and practical skills.,CRS00322
CRS00368,Mastering Artificial Intelligence,Artificial Intelligence,Advanced,This Advanced course teaches Artificial Intelligence concepts and practical skills.,CRS00334
CRS00369,Advanced Web Development,Web Development,Advanced,This Advanced course teaches Web Development concepts and practical skills.,CRS00328
CRS00370,Mastering Deep Learning,Deep Learning,Advanced,This Advanced course teaches Deep Learning concepts and practical skills.,CRS00323
CRS00371,Mastering DevOps,DevOps,Advanced,This Advanced course teaches DevOps concepts and practical skills.,CRS00333
CRS00372,Deep Learning Techniques,Deep Learning,Advanced,This Advanced course teaches Deep Learning concepts and practical skills.,CRS00323
CRS00373,Mastering DevOps,DevOps,Advanced,This Advanced course teaches DevOps concepts and practical skills.,CRS00333
CRS00374,Mastering Cloud Computing,Cloud Computing,Advanced,This Advanced course teaches Cloud Computing concepts and practical skills.,CRS00330
CRS00375,Advanced Deep Learning,Deep Learning,Advanced,This Advanced course teaches Deep Learning concepts and practical skills.,CRS00323
CRS00376,Mastering Software Development,Software Development,Advanced,This Advanced course teaches Software Development concepts and practical skills.,CRS00335
CRS00377,Mastering DevOps,DevOps,Advanced,This Advanced course teaches DevOps concepts and practical skills.,CRS00333
CRS00378,Data Science Techniques,Data Science,Advanced,This Advanced course teaches Data Science concepts and practical skills.,CRS00325
CRS00379,Machine Learning Techniques,Machine Learning,Advanced,This Advanced course teaches Machine Learning concepts and practical skills.,CRS00329
CRS00380,Advanced Cloud Computing,Cloud Computing,Advanced,This Advanced course teaches Cloud Computing concepts and practical skills.,CRS00330
CRS00381,Advanced Web Development,Web Development,Advanced,This Advanced course teaches Web Development concepts and practical skills.,CRS00328
CRS00382,Machine Learning Techniques,Machine Learning,Advanced,This Advanced course teaches Machine Learning concepts and practical skills.,CRS00329
CRS00383,Artificial Intelligence Techniques,Artificial Intelligence,Advanced,This Advanced course teaches Artificial Intelligence concepts and practical skills.,CRS00334
CRS00384,Data Analytics Techniques,Data Analytics,Advanced,This Advanced course teaches Data Analytics concepts and practical skills.,CRS00322
CRS00385,Advanced Cloud Computing,Cloud Computing,Advanced,This Advanced course teaches Cloud Computing concepts and practical skills.,CRS00330
CRS00386,Advanced DevOps,DevOps,Advanced,This Advanced course teaches DevOps concepts and practical skills.,CRS00333
CRS00387,Advanced DevOps,DevOps,Advanced,This Advanced course teaches DevOps concepts and practical skills.,CRS00333
CRS00388,Mastering Data Analytics,Data Analytics,Advanced,This Advanced course teaches Data Analytics concepts and practical skills.,CRS00322
CRS00389,Advanced Deep Learning,Deep Learning,Advanced,This Advanced course teaches Deep Learning concepts and practical skills.,CRS00323
CRS00390,Machine Learning Techniques,Machine Learning,Advanced,This Advanced course teaches Machine Learning concepts and practical skills.,CRS00329
CRS00391,DevOps Techniques,DevOps,Advanced,This Advanced course teaches DevOps concepts and practical skills.,CRS00333
CRS00392,Machine Learning Techniques,Machine Learning,Advanced,This Advanced course teaches Machine Learning concepts and practical skills.,CRS00329
CRS00393,Deep Learning Techniques,Deep Learning,Advanced,This Advanced course teaches Deep Learning concepts and practical skills.,CRS00323
CRS00394,DevOps Techniques,DevOps,Advanced,This Advanced course teaches DevOps concepts and practical skills.,CRS00333
CRS00395,Cloud Computing Techniques,Cloud Computing,Advanced,This Advanced course teaches Cloud Computing concepts and practical skills.,CRS00330
CRS00396,Mastering SQL,SQL,Advanced,This Advanced course teaches SQL concepts and practical skills.,CRS00331
CRS00397,Mastering Cybersecurity,Cybersecurity,Advanced,This Advanced course teaches Cybersecurity concepts and practical skills.,CRS00327
CRS00398,Cloud Computing Techniques,Cloud Computing,Advanced,This Advanced course teaches Cloud Computing concepts and practical skills.,CRS00330
CRS00399,Mastering SQL,SQL,Advanced,This Advanced course teaches SQL concepts and practical skills.,CRS00331
CRS00400,DevOps Techniques,DevOps,Advanced,This Advanced course teaches DevOps concepts and practical skills.,CRS00333
CRS00401,Mastering Python,Python,Advanced,This Advanced course teaches Python concepts and practical skills.,CRS00318
CRS00402,SQL Techniques,SQL,Advanced,This Advanced course teaches SQL concepts and practical skills.,CRS00331
CRS00403,Data Analytics Techniques,Data Analytics,Advanced,This Advanced course teaches Data Analytics concepts and practical skills.,CRS00322
CRS00404,Advanced Machine Learning,Machine Learning,Advanced,This Advanced course teaches Machine Learning concepts and practical skills.,CRS00329
CRS00405,Data Analytics Techniques,Data Analytics,Advanced,This Advanced course teaches Data Analytics concepts and practical skills.,CRS00322
CRS00406,Advanced Cloud Computing,Cloud Computing,Advanced,This Advanced course teaches Cloud Computing concepts and practical skills.,CRS00330
CRS00407,Advanced Cybersecurity,Cybersecurity,Advanced,This Advanced course teaches Cybersecurity concepts and practical skills.,CRS00327
CRS00408,Advanced DevOps,DevOps,Advanced,This Advanced course teaches DevOps concepts and practical skills.,CRS00333
CRS00409,SQL Techniques,SQL,Advanced,This Advanced course teaches SQL concepts and practical skills.,CRS00331
CRS00410,Advanced Machine Learning,Machine Learning,Advanced,This Advanced course teaches Machine Learning concepts and practical skills.,CRS00329
CRS00411,Advanced Web Development,Web Development,Advanced,This Advanced course teaches Web Development concepts and practical skills.,CRS00328
CRS00412,Mastering Web Development,Web Development,Advanced,This Advanced course teaches Web Development concepts and practical skills.,CRS00328
CRS00413,Advanced Artificial Intelligence,Artificial Intelligence,Advanced,This Advanced course teaches Artificial Intelligence concepts and practical skills.,CRS00334
CRS00414,Data Science Techniques,Data Science,Advanced,This Advanced course teaches Data Science concepts and practical skills.,CRS00325
CRS00415,Mastering Python,Python,Advanced,This Advanced course teaches Python concepts and practical skills.,CRS00318
CRS00416,Data Science Techniques,Data Science,Advanced,This Advanced course teaches Data Science concepts and practical skills.,CRS00325
CRS00417,DevOps Techniques,DevOps,Advanced,This Advanced course teaches DevOps concepts and practical skills.,CRS00333
CRS00418,Data Analytics Techniques,Data Analytics,Advanced,This Advanced course teaches Data Analytics concepts and practical skills.,CRS00322
CRS00419,SQL Techniques,SQL,Advanced,This Advanced course teaches SQL concepts and practical skills.,CRS00331
CRS00420,Python Techniques,Python,Advanced,This Advanced course teaches Python concepts and practical skills.,CRS00318
CRS00421,Mastering Web Development,Web Development,Advanced,This Advanced course teaches Web Development concepts and practical skills.,CRS00328
CRS00422,SQL Techniques,SQL,Advanced,This Advanced course teaches SQL concepts and practical skills.,CRS00331
CRS00423,Advanced Data Analytics,Data Analytics,Advanced,This Advanced course teaches Data Analytics concepts and practical skills.,CRS00322
CRS00424,Mastering DevOps,DevOps,Advanced,This Advanced course teaches DevOps concepts and practical skills.,CRS00333
CRS00425,Advanced Data Science,Data Science,Advanced,This Advanced course teaches Data Science concepts and practical skills.,CRS00325
CRS00426,Advanced Software Development,Software Development,Advanced,This Advanced course teaches Software Development concepts and practical skills.,CRS00335
CRS00427,Machine Learning Techniques,Machine Learning,Advanced,This Advanced course teaches Machine Learning concepts and practical skills.,CRS00329
CRS00428,Mastering Machine Learning,Machine Learning,Advanced,This Advanced course teaches Machine Learning concepts and practical skills.,CRS00329
CRS00429,Mastering Cybersecurity,Cybersecurity,Advanced,This Advanced course teaches Cybersecurity concepts and practical skills.,CRS00327
CRS00430,Mastering Deep Learning,Deep Learning,Advanced,This Advanced course teaches Deep Learning concepts and practical skills.,CRS00323
CRS00431,Mastering Cloud Computing,Cloud Computing,Advanced,This Advanced course teaches Cloud Computing concepts and practical skills.,CRS00330
CRS00432,Web Development Techniques,Web Development,Advanced,This Advanced course teaches Web Development concepts and practical skills.,CRS00328
CRS00433,Mastering Machine Learning,Machine Learning,Advanced,This Advanced course teaches Machine Learning concepts and practical skills.,CRS00329
CRS00434,Advanced DevOps,DevOps,Advanced,This Advanced course teaches DevOps concepts and practical skills.,CRS00333
CRS00435,Advanced SQL,SQL,Advanced,This Advanced course teaches SQL concepts and practical skills.,CRS00331
CRS00436,Mastering Machine Learning,Machine Learning,Advanced,This Advanced course teaches Machine Learning concepts and practical skills.,CRS00329
CRS00437,SQL Techniques,SQL,Advanced,This Advanced course teaches SQL concepts and practical skills.,CRS00331
CRS00438,Mastering Python,Python,Advanced,This Advanced course teaches Python concepts and practical skills.,CRS00318
CRS00439,Mastering Machine Learning,Machine Learning,Advanced,This Advanced course teaches Machine Learning concepts and practical skills.,CRS00329
CRS00440,Web Development Techniques,Web Development,Advanced,This Advanced course teaches Web Development concepts and practical skills.,CRS00328
CRS00441,Mastering Cybersecurity,Cybersecurity,Advanced,This Advanced course teaches Cybersecurity concepts and practical skills.,CRS00327
CRS00442,Machine Learning Techniques,Machine Learning,Advanced,This Advanced course teaches Machine Learning concepts and practical skills.,CRS00329
CRS00443,Advanced Python,Python,Advanced,This Advanced course teaches Python concepts and practical skills.,CRS00318
CRS00444,Software Development Techniques,Software Development,Advanced,This Advanced course teaches Software Development concepts and practical skills.,CRS00335
CRS00445,Data Science Techniques,Data Science,Advanced,This Advanced course teaches Data Science concepts and practical skills.,CRS00325
CRS00446,Mastering Software Development,Software Development,Advanced,This Advanced course teaches Software Development concepts and practical skills.,CRS00335
CRS00447,Mastering DevOps,DevOps,Advanced,This Advanced course teaches DevOps concepts and practical skills.,CRS00333
CRS00448,Web Development Techniques,Web Development,Advanced,This Advanced course teaches Web Development concepts and practical skills.,CRS00328
CRS00449,Data Analytics Techniques,Data Analytics,Advanced,This Advanced course teaches Data Analytics concepts and practical skills.,CRS00322
CRS00450,Mastering Software Development,Software Development,Advanced,This Advanced course teaches Software Development concepts and practical skills.,CRS00335
CRS00451,Advanced Cybersecurity,Cybersecurity,Advanced,This Advanced course teaches Cybersecurity concepts and practical skills.,CRS00327
CRS00452,Mastering Data Science,Data Science,Advanced,This Advanced course teaches Data Science concepts and practical skills.,CRS00325
CRS00453,Advanced Software Development,Software Development,Advanced,This Advanced course teaches Software Development concepts and practical skills.,CRS00335
CRS00454,Mastering Python,Python,Advanced,This Advanced course teaches Python concepts and practical skills.,CRS00318
CRS00455,Advanced SQL,SQL,Advanced,This Advanced course teaches SQL concepts and practical skills.,CRS00331
CRS00456,Cloud Computing Techniques,Cloud Computing,Advanced,This Advanced course teaches Cloud Computing concepts and practical skills.,CRS00330
CRS00457,Advanced SQL,SQL,Advanced,This Advanced course teaches SQL concepts and practical skills.,CRS00331
CRS00458,Advanced SQL,SQL,Advanced,This Advanced course teaches SQL concepts and practical skills.,CRS00331
CRS00459,Data Science Techniques,Data Science,Advanced,This Advanced course teaches Data Science concepts and practical skills.,CRS00325
CRS00460,Advanced Python,Python,Advanced,This Advanced course teaches Python concepts and practical skills.,CRS00318
CRS00461,Mastering Data Science,Data Science,Advanced,This Advanced course teaches Data Science concepts and practical skills.,CRS00325
CRS00462,Artificial Intelligence Techniques,Artificial Intelligence,Advanced,This Advanced course teaches Artificial Intelligence concepts and practical skills.,CRS00334
CRS00463,Mastering Artificial Intelligence,Artificial Intelligence,Advanced,This Advanced course teaches Artificial Intelligence concepts and practical skills.,CRS00334
CRS00464,Mastering Artificial Intelligence,Artificial Intelligence,Advanced,This Advanced course teaches Artificial Intelligence concepts and practical skills.,CRS00334
CRS00465,Advanced Cybersecurity,Cybersecurity,Advanced,This Advanced course teaches Cybersecurity concepts and practical skills.,CRS00327
CRS00466,DevOps Techniques,DevOps,Advanced,This Advanced course teaches DevOps concepts and practical skills.,CRS00333
CRS00467,Machine Learning Techniques,Machine Learning,Advanced,This Advanced course teaches Machine Learning concepts and practical skills.,CRS00329
CRS00468,Artificial Intelligence Techniques,Artificial Intelligence,Advanced,This Advanced course teaches Artificial Intelligence concepts and practical skills.,CRS00334
CRS00469,Advanced Data Analytics,Data Analytics,Advanced,This Advanced course teaches Data Analytics concepts and practical skills.,CRS00322
CRS00470,Artificial Intelligence Techniques,Artificial Intelligence,Advanced,This Advanced course teaches Artificial Intelligence concepts and practical skills.,CRS00334
CRS00471,Cybersecurity Techniques,Cybersecurity,Advanced,This Advanced course teaches Cybersecurity concepts and practical skills.,CRS00327
CRS00472,Mastering Data Science,Data Science,Advanced,This Advanced course teaches Data Science concepts and practical skills.,CRS00325
CRS00473,Data Science Techniques,Data Science,Advanced,This Advanced course teaches Data Science concepts and practical skills.,CRS00325
CRS00474,Advanced DevOps,DevOps,Advanced,This Advanced course teaches DevOps concepts and practical skills.,CRS00333
CRS00475,Mastering Artificial Intelligence,Artificial Intelligence,Advanced,This Advanced course teaches Artificial Intelligence concepts and practical skills.,CRS00334
CRS00476,Advanced Deep Learning,Deep Learning,Advanced,This Advanced course teaches Deep Learning concepts and practical skills.,CRS00323
CRS00477,Web Development Techniques,Web Development,Advanced,This Advanced course teaches Web Development concepts and practical skills.,CRS00328
CRS00478,Mastering Data Analytics,Data Analytics,Advanced,This Advanced course teaches Data Analytics concepts and practical skills.,CRS00322
CRS00479,Mastering Cybersecurity,Cybersecurity,Advanced,This Advanced course teaches Cybersecurity concepts and practical skills.,CRS00327
CRS00480,Advanced Web Development,Web Development,Advanced,This Advanced course teaches Web Development concepts and practical skills.,CRS00328
CRS00481,DevOps Techniques,DevOps,Advanced,This Advanced course teaches DevOps concepts and practical skills.,CRS00333
CRS00482,Mastering Web Development,Web Development,Advanced,This Advanced course teaches Web Development concepts and practical skills.,CRS00328
CRS00483,Mastering Data Analytics,Data Analytics,Advanced,This Advanced course teaches Data Analytics concepts and practical skills.,CRS00322
CRS00484,Mastering Artificial Intelligence,Artificial Intelligence,Advanced,This Advanced course teaches Artificial Intelligence concepts and practical skills.,CRS00334
CRS00485,Mastering Artificial Intelligence,Artificial Intelligence,Advanced,This Advanced course teaches Artificial Intelligence concepts and practical skills.,CRS00334
CRS00486,Advanced Deep Learning,Deep Learning,Advanced,This Advanced course teaches Deep Learning concepts and practical skills.,CRS00323
CRS00487,Mastering Software Development,Software Development,Advanced,This Advanced course teaches Software Development concepts and practical skills.,CRS00335
CRS00488,Advanced Software Development,Software Development,Advanced,This Advanced course teaches Software Development concepts and practical skills.,CRS00335
