student_id,interests,experience_level,learning_mode,experience_level_encoded
STU01267,"Deep Learning, Cloud Computing",Intermediate,practical,1
STU01268,Machine Learning,Intermediate,Visual,1
STU01269,"Data Science, Data Analytics, Machine Learning",Intermediate,Visual,1
STU01270,"Software Development, Python, SQL",Intermediate,practical,1
STU01271,SQL,Intermediate,Reading,1
STU01272,"Cloud Computing, Artificial Intelligence",Advanced,Reading,2
STU01273,"Machine Learning, SQL, Web Development",Intermediate,Visual,1
STU01274,Deep Learning,Intermediate,Visual,1
STU01275,"Python, Data Science",Beginner,Visual,0
STU01276,"Data Science, Cloud Computing, Python",Advanced,Visual,2
STU01277,"Web Development, Software Development",Advanced,Visual,2
STU01278,"SQL, Artificial Intelligence, Deep Learning",Beginner,Reading,0
STU01279,"Software Development, Python, Data Science",Intermediate,practical,1
STU01280,"Cloud Computing, Deep Learning",Intermediate,practical,1
STU01281,Artificial Intelligence,Advanced,Reading,2
STU01282,SQL,Advanced,practical,2
STU01283,"Web Development, Software Development, Artificial Intelligence",Beginner,practical,0
STU01284,"Python, Artificial Intelligence",Intermediate,Reading,1
STU01285,Cloud Computing,Advanced,Visual,2
STU01286,"DevOps, Software Development, SQL",Beginner,Reading,0
STU01287,Data Analytics,Beginner,practical,0
STU01288,"Data Analytics, Software Development, Data Science",Advanced,practical,2
STU01289,"Data Analytics, SQL, DevOps",Beginner,practical,0
STU01290,Deep Learning,Intermediate,Reading,1
STU01291,Data Science,Advanced,Reading,2
STU01292,"Software Development, Python, Artificial Intelligence",Beginner,Visual,0
STU01293,"SQL, Deep Learning, Software Development",Intermediate,Reading,1
STU01294,"Data Analytics, SQL, Web Development",Intermediate,Reading,1
STU01295,Cybersecurity,Advanced,Visual,2
STU01296,"Deep Learning, Web Development",Advanced,practical,2
STU01297,Data Analytics,Intermediate,Reading,1
STU01298,DevOps,Advanced,Reading,2
STU01299,"Cloud Computing, Artificial Intelligence, Data Analytics",Advanced,practical,2
STU01300,Artificial Intelligence,Advanced,practical,2
STU01301,"Artificial Intelligence, Python",Beginner,Reading,0
STU01302,"Data Analytics, Python, Deep Learning",Intermediate,practical,1
STU01303,"Artificial Intelligence, Web Development",Intermediate,Visual,1
STU01304,"DevOps, Cybersecurity",Advanced,practical,2
STU01305,Data Analytics,Advanced,practical,2
STU01306,"Deep Learning, Web Development",Advanced,practical,2
STU01307,Artificial Intelligence,Advanced,Visual,2
STU01308,"Machine Learning, Web Development, SQL",Beginner,Reading,0
STU01309,"Python, Software Development, Deep Learning",Advanced,Reading,2
STU01310,Machine Learning,Beginner,practical,0
STU01311,"Web Development, Machine Learning",Advanced,Visual,2
STU01312,Data Analytics,Advanced,Visual,2
STU01313,"Artificial Intelligence, Web Development",Advanced,Visual,2
STU01314,"Data Science, Web Development",Beginner,Visual,0
STU01315,Data Analytics,Advanced,Visual,2
STU01316,"Artificial Intelligence, Data Science",Beginner,Reading,0
STU01317,"Cybersecurity, Data Science, Data Analytics",Advanced,practical,2
STU01318,"Python, Cybersecurity, Deep Learning",Intermediate,Reading,1
STU01319,Software Development,Intermediate,practical,1
STU01320,"Software Development, Cloud Computing, Cybersecurity",Intermediate,Reading,1
STU01321,"Cybersecurity, DevOps",Advanced,practical,2
STU01322,"Python, Machine Learning",Advanced,Visual,2
STU01323,"Cybersecurity, Data Science",Intermediate,Visual,1
STU01324,SQL,Beginner,practical,0
STU01325,"DevOps, Web Development",Advanced,Visual,2
STU01326,Data Analytics,Beginner,Visual,0
STU01327,"Web Development, DevOps, Artificial Intelligence",Intermediate,practical,1
STU01328,Data Analytics,Advanced,practical,2
STU01329,"Data Analytics, Machine Learning",Advanced,Visual,2
STU01330,Deep Learning,Beginner,Reading,0
STU01331,SQL,Advanced,Visual,2
STU01332,Web Development,Intermediate,Visual,1
STU01333,Web Development,Advanced,practical,2
STU01334,"Software Development, Cloud Computing, Python",Intermediate,practical,1
STU01335,Data Science,Advanced,practical,2
STU01336,"Data Analytics, SQL, Web Development",Intermediate,Visual,1
STU01337,Artificial Intelligence,Beginner,Visual,0
STU01338,"Cybersecurity, Web Development",Intermediate,practical,1
STU01339,Software Development,Advanced,Reading,2
STU01340,"Web Development, Cybersecurity",Advanced,Reading,2
STU01341,"Deep Learning, Python, Web Development",Advanced,Reading,2
STU01342,Deep Learning,Advanced,practical,2
STU01343,"Cloud Computing, Artificial Intelligence, Python",Intermediate,practical,1
STU01344,DevOps,Advanced,Visual,2
STU01345,"Cloud Computing, Software Development",Advanced,Reading,2
STU01346,"Software Development, Artificial Intelligence",Beginner,Reading,0
STU01347,"Machine Learning, Deep Learning, Web Development",Intermediate,Visual,1
STU01348,"Deep Learning, Artificial Intelligence",Beginner,Reading,0
STU01349,Web Development,Intermediate,Visual,1
STU01350,"Software Development, SQL",Intermediate,Reading,1
STU01351,"Artificial Intelligence, Data Science",Beginner,Reading,0
STU01352,"Python, Cloud Computing, DevOps",Intermediate,Reading,1
STU01353,"DevOps, Web Development, Cloud Computing",Beginner,Reading,0
STU01354,SQL,Advanced,practical,2
STU01355,"DevOps, Web Development",Advanced,Reading,2
STU01356,"Machine Learning, Web Development",Advanced,Visual,2
STU01357,"DevOps, Cloud Computing, SQL",Beginner,practical,0
STU01358,"Cybersecurity, Data Science",Beginner,Reading,0
STU01359,Data Analytics,Beginner,practical,0
STU01360,Machine Learning,Advanced,practical,2
STU01361,"Software Development, Web Development, Artificial Intelligence",Advanced,practical,2
STU01362,"Cybersecurity, Web Development, SQL",Intermediate,Visual,1
STU01363,"Software Development, SQL",Advanced,practical,2
STU01364,"DevOps, Data Science",Advanced,practical,2
STU01365,"Machine Learning, Cloud Computing",Advanced,Visual,2
STU01366,"Cybersecurity, DevOps, Python",Beginner,Visual,0
STU01367,Python,Beginner,Reading,0
STU01368,"DevOps, Cybersecurity",Beginner,practical,0
STU01369,Python,Advanced,Reading,2
STU01370,Cybersecurity,Advanced,practical,2
STU01371,Web Development,Intermediate,Reading,1
STU01372,"Python, Cloud Computing, DevOps",Advanced,Reading,2
STU01373,Deep Learning,Intermediate,Reading,1
STU01374,"Artificial Intelligence, Data Science, Web Development",Beginner,Reading,0
STU01375,"Deep Learning, DevOps, SQL",Advanced,Reading,2
STU01376,"Data Science, Data Analytics, Cloud Computing",Advanced,practical,2
STU01377,"Data Science, Software Development",Advanced,Visual,2
STU01378,"Machine Learning, Deep Learning, Software Development",Intermediate,practical,1
STU01379,"SQL, Data Analytics, Web Development",Advanced,practical,2
STU01380,"SQL, Cybersecurity, Machine Learning",Intermediate,Reading,1
STU01381,Python,Advanced,Visual,2
STU01382,Cybersecurity,Intermediate,Visual,1
STU01383,Machine Learning,Intermediate,Visual,1
STU01384,"Data Analytics, Deep Learning",Beginner,Visual,0
STU01385,SQL,Intermediate,practical,1
STU01386,Cybersecurity,Beginner,Visual,0
STU01387,Data Science,Beginner,Reading,0
STU01388,"Cybersecurity, SQL, Machine Learning",Advanced,Reading,2
STU01389,Cybersecurity,Intermediate,Reading,1
STU01390,DevOps,Advanced,Visual,2
STU01391,"Machine Learning, Web Development, Data Science",Beginner,Visual,0
STU01392,"Python, Data Science, Deep Learning",Intermediate,Visual,1
STU01393,Software Development,Advanced,Visual,2
STU01394,Data Analytics,Intermediate,practical,1
STU01395,"Cybersecurity, DevOps, Software Development",Advanced,Visual,2
STU01396,Cloud Computing,Advanced,Visual,2
STU01397,"DevOps, Artificial Intelligence",Intermediate,Visual,1
STU01398,Cloud Computing,Intermediate,Reading,1
STU01399,"Cybersecurity, Data Science, Software Development",Advanced,Visual,2
STU01400,"Python, Data Analytics, Cybersecurity",Beginner,Reading,0
STU01401,"Data Science, DevOps",Intermediate,practical,1
STU01402,"Data Science, Machine Learning",Intermediate,Visual,1
STU01403,"Deep Learning, Web Development, SQL",Beginner,Visual,0
STU01404,Machine Learning,Beginner,Reading,0
STU01405,"Python, Software Development, Web Development",Intermediate,practical,1
STU01406,"Software Development, Cloud Computing",Beginner,practical,0
STU01407,Deep Learning,Beginner,Reading,0
STU01408,"Software Development, SQL",Intermediate,Reading,1
STU01409,Cybersecurity,Beginner,Visual,0
STU01410,"Software Development, DevOps",Intermediate,practical,1
STU01411,Data Analytics,Advanced,practical,2
STU01412,"Web Development, Deep Learning",Advanced,practical,2
STU01413,"Python, Cybersecurity",Beginner,Visual,0
STU01414,"Data Science, Artificial Intelligence",Advanced,Visual,2
STU01415,"Data Science, Deep Learning",Advanced,Reading,2
STU01416,"Artificial Intelligence, Web Development",Beginner,Reading,0
STU01417,"DevOps, Web Development",Beginner,practical,0
STU01418,"Cybersecurity, DevOps, Cloud Computing",Intermediate,Reading,1
STU01419,"Data Science, DevOps, Artificial Intelligence",Advanced,Visual,2
STU01420,"Machine Learning, Software Development, SQL",Advanced,Visual,2
STU01421,"Software Development, Python, Artificial Intelligence",Intermediate,Reading,1
STU01422,"Web Development, Cybersecurity, SQL",Beginner,Reading,0
STU01423,"Software Development, Data Analytics",Advanced,practical,2
STU01424,"Artificial Intelligence, Cloud Computing, Data Science",Beginner,Reading,0
STU01425,"SQL, Web Development",Advanced,practical,2
STU01426,"Artificial Intelligence, Cybersecurity, DevOps",Beginner,Visual,0
STU01427,"Artificial Intelligence, Machine Learning",Intermediate,Reading,1
STU01428,"Web Development, Cybersecurity, Python",Beginner,Visual,0
STU01429,"Machine Learning, Python",Beginner,Reading,0
STU01430,Software Development,Beginner,Reading,0
STU01431,"Cloud Computing, DevOps, Artificial Intelligence",Intermediate,Reading,1
STU01432,"Software Development, Data Science, Machine Learning",Advanced,Visual,2
STU01433,"SQL, Cybersecurity",Advanced,practical,2
STU01434,"Artificial Intelligence, Cybersecurity, Deep Learning",Beginner,Reading,0
STU01435,"Cloud Computing, Machine Learning",Intermediate,Visual,1
STU01436,"Data Science, Cloud Computing",Advanced,Visual,2
STU01437,"Web Development, Deep Learning",Beginner,Visual,0
STU01438,Python,Advanced,practical,2
STU01439,Data Analytics,Intermediate,practical,1
STU01440,Artificial Intelligence,Beginner,Reading,0
STU01441,"Data Analytics, DevOps, Cloud Computing",Intermediate,practical,1
STU01442,Web Development,Intermediate,Visual,1
STU01443,"DevOps, Data Science, Deep Learning",Advanced,practical,2
STU01444,Python,Intermediate,practical,1
STU01445,"Software Development, Python, DevOps",Intermediate,Visual,1
STU01446,Python,Advanced,Reading,2
STU01447,"Cloud Computing, Data Analytics, Software Development",Intermediate,Visual,1
STU01448,"Data Science, DevOps, Software Development",Beginner,practical,0
STU01449,Deep Learning,Advanced,practical,2
STU01450,"Deep Learning, DevOps, Artificial Intelligence",Beginner,practical,0
STU01451,"Web Development, Cloud Computing",Intermediate,Visual,1
STU01452,"Data Analytics, SQL",Beginner,Visual,0
STU01453,"Data Analytics, Deep Learning",Intermediate,Reading,1
STU01454,"Artificial Intelligence, SQL",Advanced,Reading,2
STU01455,"Machine Learning, Web Development, SQL",Advanced,Visual,2
STU01456,"Data Science, Software Development, Artificial Intelligence",Beginner,Visual,0
STU01457,Python,Intermediate,practical,1
STU01458,"Cloud Computing, Cybersecurity",Intermediate,Reading,1
STU01459,"Machine Learning, Python, Deep Learning",Beginner,practical,0
STU01460,DevOps,Intermediate,Visual,1
STU01461,"Python, Web Development, DevOps",Advanced,practical,2
STU01462,Cybersecurity,Advanced,Visual,2
STU01463,"Data Analytics, Data Science, Artificial Intelligence",Intermediate,Reading,1
STU01464,"Software Development, Data Analytics",Intermediate,Reading,1
STU01465,Web Development,Intermediate,Reading,1
STU01466,"Data Analytics, Data Science, Software Development",Beginner,Reading,0
STU01467,"Machine Learning, Cybersecurity",Advanced,Reading,2
STU01468,"Deep Learning, Software Development, Machine Learning",Beginner,Reading,0
STU01469,"Cloud Computing, Data Analytics",Advanced,Reading,2
STU01470,"Artificial Intelligence, Cybersecurity",Advanced,Visual,2
STU01471,"Web Development, SQL, Cybersecurity",Advanced,Reading,2
STU01472,Software Development,Advanced,Visual,2
STU01473,"SQL, Deep Learning",Beginner,Visual,0
STU01474,Python,Advanced,practical,2
STU01475,"Data Analytics, Deep Learning",Beginner,Visual,0
STU01476,"SQL, Data Analytics, Cybersecurity",Intermediate,practical,1
STU01477,"Web Development, Software Development",Beginner,Visual,0
STU01478,Deep Learning,Intermediate,Visual,1
STU01479,Cybersecurity,Beginner,Visual,0
STU01480,"Software Development, Data Science",Beginner,Visual,0
STU01481,"Python, Cybersecurity",Intermediate,Reading,1
STU01482,"Python, Deep Learning, Web Development",Intermediate,Reading,1
STU01483,"SQL, DevOps, Software Development",Beginner,practical,0
STU01484,"Python, Data Analytics, Software Development",Advanced,Visual,2
STU01485,DevOps,Beginner,Visual,0
STU01486,Software Development,Intermediate,Reading,1
STU01487,DevOps,Beginner,Visual,0
STU01488,Cloud Computing,Advanced,Reading,2
STU01489,Deep Learning,Advanced,Reading,2
STU01490,Data Analytics,Intermediate,Reading,1
STU01491,Deep Learning,Advanced,Reading,2
STU01492,"Data Analytics, Web Development",Beginner,Reading,0
STU01493,"Web Development, SQL, DevOps",Advanced,Visual,2
STU01494,Machine Learning,Beginner,Visual,0
STU01495,"Web Development, Data Analytics, Artificial Intelligence",Intermediate,practical,1
STU01496,DevOps,Beginner,practical,0
STU01497,"Python, Cybersecurity, DevOps",Beginner,Reading,0
STU01498,"Data Science, SQL",Advanced,practical,2
STU01499,"Data Analytics, Cloud Computing",Advanced,Reading,2
STU01500,SQL,Advanced,Visual,2
STU01501,"Cybersecurity, Deep Learning, SQL",Beginner,Reading,0
STU01502,"Cybersecurity, Deep Learning, Software Development",Beginner,practical,0
STU01503,"Python, Web Development",Advanced,Visual,2
STU01504,"Artificial Intelligence, Python",Advanced,practical,2
STU01505,"Data Analytics, Artificial Intelligence",Beginner,Reading,0
STU01506,"Data Science, Deep Learning, DevOps",Beginner,Visual,0
STU01507,"Data Analytics, Cloud Computing",Intermediate,practical,1
STU01508,Python,Beginner,Reading,0
STU01509,"Machine Learning, DevOps",Beginner,practical,0
STU01510,"SQL, Cloud Computing, Machine Learning",Beginner,Reading,0
STU01511,"Deep Learning, Web Development",Beginner,Visual,0
STU01512,"Machine Learning, DevOps",Intermediate,practical,1
STU01513,"Web Development, Artificial Intelligence",Intermediate,practical,1
STU01514,"Machine Learning, Python, Software Development",Advanced,Visual,2
STU01515,DevOps,Intermediate,practical,1
STU01516,Data Analytics,Intermediate,practical,1
STU01517,"Machine Learning, DevOps, Python",Beginner,Reading,0
STU01518,"Artificial Intelligence, Data Analytics, Data Science",Beginner,practical,0
STU01519,"Web Development, DevOps",Intermediate,Visual,1
STU01520,Artificial Intelligence,Intermediate,practical,1
STU01521,"Cloud Computing, Data Science",Intermediate,Visual,1
STU01522,"Artificial Intelligence, SQL, Data Analytics",Intermediate,Visual,1
STU01523,"Software Development, DevOps",Beginner,Visual,0
STU01524,DevOps,Intermediate,Reading,1
STU01525,"Cloud Computing, Software Development",Advanced,practical,2
STU01526,"Cloud Computing, DevOps, SQL",Intermediate,Visual,1
STU01527,"Data Science, Cloud Computing",Beginner,practical,0
STU01528,"Deep Learning, Software Development, Web Development",Intermediate,Visual,1
STU01529,"Deep Learning, Web Development, SQL",Beginner,Visual,0
STU01530,"Web Development, Deep Learning",Intermediate,practical,1
STU01531,DevOps,Beginner,Reading,0
STU01532,"Data Analytics, DevOps, Data Science",Beginner,Reading,0
STU01533,"Deep Learning, Software Development, DevOps",Beginner,practical,0
STU01534,"Cloud Computing, Web Development, Cybersecurity",Intermediate,Visual,1
STU01535,"Data Analytics, Cybersecurity",Beginner,Visual,0
STU01536,DevOps,Intermediate,Reading,1
STU01537,"Python, Cloud Computing",Intermediate,practical,1
STU01538,"SQL, DevOps, Cybersecurity",Intermediate,practical,1
STU01539,"DevOps, Cybersecurity",Beginner,Visual,0
STU01540,"Web Development, Artificial Intelligence, SQL",Beginner,Reading,0
STU01541,"Cybersecurity, Software Development",Intermediate,Visual,1
STU01542,"SQL, Machine Learning",Intermediate,practical,1
STU01543,"Python, Data Science",Intermediate,Reading,1
STU01544,Cybersecurity,Intermediate,Reading,1
STU01545,"Deep Learning, Data Analytics, Machine Learning",Intermediate,Reading,1
STU01546,Cloud Computing,Advanced,Reading,2
STU01547,"Cybersecurity, Data Analytics",Advanced,Reading,2
STU01548,"Machine Learning, Data Analytics, DevOps",Intermediate,practical,1
STU01549,"Cybersecurity, Deep Learning, Data Analytics",Beginner,Reading,0
STU01550,"Cloud Computing, Python",Beginner,Reading,0
STU01551,"SQL, Software Development",Intermediate,Visual,1
STU01552,"Machine Learning, Python",Beginner,practical,0
STU01553,"Data Science, Data Analytics",Beginner,practical,0
STU01554,Machine Learning,Beginner,Reading,0
STU01555,Cloud Computing,Advanced,practical,2
STU01556,"Artificial Intelligence, Cybersecurity, Data Science",Intermediate,Visual,1
STU01557,Python,Beginner,Visual,0
STU01558,"Cybersecurity, Artificial Intelligence",Beginner,Visual,0
STU01559,"Software Development, Cybersecurity, Machine Learning",Intermediate,practical,1
STU01560,"Artificial Intelligence, Web Development",Beginner,practical,0
STU01561,Software Development,Intermediate,practical,1
STU01562,"Cloud Computing, DevOps, Machine Learning",Beginner,Visual,0
STU01563,"Python, Web Development, Data Science",Beginner,Visual,0
STU01564,Data Science,Advanced,Visual,2
STU01565,"Cloud Computing, Web Development",Advanced,practical,2
STU01566,Deep Learning,Beginner,Reading,0
STU01567,Deep Learning,Advanced,practical,2
STU01568,"Cybersecurity, DevOps",Intermediate,Reading,1
STU01569,"Cloud Computing, Software Development",Intermediate,practical,1
STU01570,Data Science,Beginner,Reading,0
STU01571,Deep Learning,Intermediate,Visual,1
STU01572,Web Development,Beginner,Visual,0
STU01573,"Python, SQL",Beginner,Visual,0
STU01574,Cybersecurity,Advanced,Visual,2
STU01575,"Data Analytics, Artificial Intelligence",Intermediate,Reading,1
STU01576,"Cybersecurity, Machine Learning",Intermediate,Visual,1
STU01577,"Machine Learning, SQL, Software Development",Advanced,Visual,2
STU01578,Cybersecurity,Intermediate,Reading,1
STU01579,"Data Analytics, Web Development, Cloud Computing",Beginner,practical,0
STU01580,"Python, Artificial Intelligence",Beginner,Reading,0
STU01581,"Web Development, DevOps",Advanced,practical,2
STU01582,Deep Learning,Beginner,practical,0
STU01583,"Deep Learning, Software Development, Web Development",Advanced,Visual,2
STU01584,"SQL, Data Science",Intermediate,Reading,1
STU01585,"Cloud Computing, Data Science",Intermediate,Reading,1
STU01586,"DevOps, Deep Learning, Software Development",Advanced,Visual,2
STU01587,DevOps,Advanced,Reading,2
STU01588,"Cloud Computing, Web Development",Intermediate,practical,1
STU01589,"Software Development, Data Analytics, Cloud Computing",Beginner,practical,0
STU01590,Deep Learning,Advanced,Visual,2
STU01591,"Cybersecurity, SQL, DevOps",Advanced,practical,2
STU01592,"Cloud Computing, Software Development",Advanced,Visual,2
STU01593,"Deep Learning, Python",Beginner,practical,0
STU01594,Deep Learning,Advanced,Reading,2
STU01595,"Machine Learning, Web Development",Advanced,practical,2
STU01596,"Data Science, Data Analytics",Intermediate,practical,1
STU01597,"Deep Learning, Cloud Computing",Advanced,practical,2
STU01598,Data Analytics,Beginner,Visual,0
STU01599,"Software Development, Data Science, Cloud Computing",Beginner,Reading,0
STU01600,"Machine Learning, Web Development, Deep Learning",Advanced,Reading,2
STU01601,Cloud Computing,Intermediate,Reading,1
STU01602,Deep Learning,Beginner,Reading,0
STU01603,Cloud Computing,Advanced,Visual,2
STU01604,Web Development,Beginner,Reading,0
STU01605,"Deep Learning, SQL, Python",Advanced,Visual,2
STU01606,Data Science,Advanced,Reading,2
STU01607,"SQL, Machine Learning, DevOps",Intermediate,Reading,1
STU01608,Data Science,Beginner,Reading,0
STU01609,"Web Development, Cloud Computing",Beginner,practical,0
STU01610,"Data Science, Artificial Intelligence",Advanced,practical,2
STU01611,"Artificial Intelligence, Software Development, DevOps",Intermediate,Visual,1
STU01612,"Data Science, Machine Learning, Data Analytics",Beginner,practical,0
STU01613,"Data Science, Python, SQL",Advanced,practical,2
STU01614,"Web Development, Data Analytics",Intermediate,Reading,1
STU01615,"SQL, Software Development",Beginner,Visual,0
STU01616,Artificial Intelligence,Advanced,Reading,2
STU01617,"Data Analytics, Cybersecurity, Artificial Intelligence",Advanced,practical,2
STU01618,Web Development,Beginner,practical,0
STU01619,"DevOps, Machine Learning",Advanced,Visual,2
STU01620,"Cybersecurity, Python, Deep Learning",Advanced,practical,2
STU01621,"Machine Learning, Software Development, Cybersecurity",Advanced,Reading,2
STU01622,"Web Development, Data Analytics",Beginner,practical,0
STU01623,"Cybersecurity, Data Science, Python",Beginner,Visual,0
STU01624,Machine Learning,Intermediate,Visual,1
STU01625,"Deep Learning, Data Analytics, Machine Learning",Beginner,Reading,0
STU01626,Python,Advanced,Visual,2
STU01627,"Cloud Computing, Web Development",Advanced,Reading,2
STU01628,Python,Beginner,Reading,0
STU01629,"Software Development, Web Development, Data Analytics",Advanced,Visual,2
STU01630,"Machine Learning, Software Development, Cybersecurity",Intermediate,Reading,1
STU01631,Software Development,Beginner,Visual,0
STU01632,"Deep Learning, Machine Learning, Artificial Intelligence",Intermediate,Reading,1
STU01633,"Artificial Intelligence, Data Science",Advanced,Reading,2
STU01634,"Python, Software Development",Intermediate,practical,1
STU01635,"Cybersecurity, Python, SQL",Intermediate,practical,1
STU01636,Artificial Intelligence,Advanced,Reading,2
STU01637,Software Development,Advanced,Reading,2
STU01638,"DevOps, Python",Beginner,practical,0
STU01639,"Cloud Computing, Deep Learning",Beginner,Visual,0
STU01640,"SQL, Web Development",Advanced,Visual,2
STU01641,"Data Science, SQL, Machine Learning",Beginner,practical,0
STU01642,Artificial Intelligence,Advanced,practical,2
STU01643,"Data Analytics, Data Science, Web Development",Intermediate,Visual,1
STU01644,"Python, Web Development",Advanced,Reading,2
STU01645,"Deep Learning, Software Development",Intermediate,Reading,1
STU01646,"SQL, Web Development, Artificial Intelligence",Advanced,Reading,2
STU01647,SQL,Beginner,Reading,0
STU01648,"Data Science, DevOps, Artificial Intelligence",Advanced,Visual,2
STU01649,Cybersecurity,Beginner,Reading,0
STU01650,Deep Learning,Beginner,Visual,0
STU01651,Data Science,Beginner,Visual,0
STU01652,"Web Development, DevOps",Beginner,Visual,0
STU01653,"Data Science, SQL, Cloud Computing",Advanced,practical,2
STU01654,Software Development,Intermediate,practical,1
STU01655,Data Analytics,Advanced,Visual,2
STU01656,"Machine Learning, Artificial Intelligence",Beginner,Visual,0
STU01657,Software Development,Intermediate,Reading,1
STU01658,"Cloud Computing, Software Development, DevOps",Intermediate,practical,1
STU01659,"SQL, Data Science, Cloud Computing",Intermediate,practical,1
STU01660,"Data Science, SQL",Intermediate,Reading,1
STU01661,"DevOps, Data Science",Intermediate,Visual,1
STU01662,"DevOps, Data Analytics",Advanced,Reading,2
STU01663,"Web Development, DevOps, Data Analytics",Advanced,Visual,2
STU01664,Deep Learning,Beginner,Reading,0
STU01665,Machine Learning,Intermediate,Reading,1
STU01666,"Deep Learning, SQL, Data Science",Advanced,practical,2
STU01667,Software Development,Intermediate,practical,1
STU01668,"Artificial Intelligence, Python, SQL",Advanced,Reading,2
STU01669,"Data Analytics, Deep Learning",Beginner,Reading,0
STU01670,Machine Learning,Beginner,Reading,0
STU01671,"SQL, Deep Learning, Artificial Intelligence",Beginner,Reading,0
STU01672,"Deep Learning, Data Analytics, Machine Learning",Intermediate,Visual,1
STU01673,"Artificial Intelligence, Data Science, SQL",Intermediate,Visual,1
STU01674,"Data Analytics, Deep Learning",Advanced,Reading,2
STU01675,Data Science,Advanced,Visual,2
STU01676,SQL,Intermediate,Visual,1
STU01677,Cybersecurity,Beginner,Reading,0
STU01678,"Artificial Intelligence, Software Development",Beginner,practical,0
STU01679,"Machine Learning, SQL",Beginner,practical,0
STU01680,Data Science,Intermediate,Visual,1
STU01681,"Software Development, Data Science, Python",Intermediate,practical,1
STU01682,Python,Advanced,Visual,2
STU01683,"Data Analytics, Cloud Computing",Beginner,Reading,0
STU01684,"Cloud Computing, Data Science",Intermediate,Visual,1
STU01685,Cloud Computing,Beginner,practical,0
STU01686,"Data Science, Software Development",Advanced,practical,2
STU01687,"SQL, DevOps",Beginner,practical,0
STU01688,"Artificial Intelligence, Deep Learning",Intermediate,practical,1
STU01689,"SQL, Python, DevOps",Beginner,practical,0
STU01690,"Data Analytics, Cybersecurity",Beginner,practical,0
STU01691,"Python, Data Analytics",Beginner,practical,0
STU01692,"Cybersecurity, Software Development, Python",Beginner,Reading,0
STU01693,"Data Science, Deep Learning",Beginner,Reading,0
STU01694,"Data Analytics, Software Development",Beginner,Reading,0
STU01695,"Artificial Intelligence, Machine Learning, Data Analytics",Beginner,Reading,0
STU01696,DevOps,Advanced,practical,2
STU01697,"SQL, Data Analytics, Software Development",Advanced,Reading,2
STU01698,"Cloud Computing, Machine Learning, Python",Advanced,practical,2
STU01699,SQL,Advanced,Visual,2
STU01700,"Python, Data Analytics, Software Development",Beginner,Visual,0
STU01701,Cloud Computing,Beginner,Visual,0
STU01702,"Data Science, SQL",Intermediate,Visual,1
STU01703,"Cybersecurity, Data Science",Advanced,Visual,2
STU01704,"Cybersecurity, Machine Learning",Intermediate,Reading,1
STU01705,Data Analytics,Beginner,practical,0
STU01706,Machine Learning,Beginner,Reading,0
STU01707,Machine Learning,Beginner,Visual,0
STU01708,"DevOps, Data Analytics",Beginner,practical,0
STU01709,"SQL, DevOps",Intermediate,practical,1
STU01710,Software Development,Beginner,Visual,0
STU01711,Deep Learning,Intermediate,Visual,1
STU01712,"Deep Learning, Software Development, SQL",Intermediate,practical,1
STU01713,"Machine Learning, Deep Learning",Beginner,Reading,0
STU01714,"Software Development, Data Analytics, SQL",Intermediate,Reading,1
STU01715,"Data Science, Data Analytics",Beginner,Reading,0
STU01716,Web Development,Advanced,Reading,2
STU01717,"SQL, DevOps, Data Science",Advanced,Reading,2
STU01718,Cybersecurity,Advanced,Reading,2
STU01719,"Artificial Intelligence, DevOps",Advanced,Reading,2
STU01720,Data Analytics,Intermediate,practical,1
STU01721,Cybersecurity,Advanced,practical,2
STU01722,"Software Development, Web Development, Cloud Computing",Advanced,practical,2
STU01723,"Cybersecurity, Web Development",Beginner,Reading,0
STU01724,"Software Development, Python",Beginner,Visual,0
STU01725,"Cloud Computing, Artificial Intelligence",Advanced,Visual,2
STU01726,"Cybersecurity, Data Science, DevOps",Intermediate,practical,1
STU01727,Software Development,Intermediate,practical,1
STU01728,Python,Advanced,Visual,2
STU01729,"Artificial Intelligence, Data Analytics, Web Development",Intermediate,practical,1
STU01730,"Artificial Intelligence, Cloud Computing, Cybersecurity",Intermediate,Reading,1
STU01731,"Artificial Intelligence, Deep Learning",Beginner,practical,0
STU01732,DevOps,Beginner,Reading,0
STU01733,SQL,Intermediate,Reading,1
STU01734,"Software Development, DevOps, Data Science",Beginner,Visual,0
STU01735,Machine Learning,Advanced,Visual,2
STU01736,"Web Development, Artificial Intelligence, Data Science",Advanced,Reading,2
STU01737,SQL,Advanced,practical,2
STU01738,"Data Science, SQL, Cybersecurity",Beginner,practical,0
STU01739,SQL,Beginner,Visual,0
STU01740,Cybersecurity,Advanced,practical,2
STU01741,DevOps,Advanced,practical,2
STU01742,"SQL, Python, DevOps",Intermediate,Visual,1
STU01743,Web Development,Advanced,practical,2
STU01744,Python,Intermediate,Reading,1
STU01745,"Cybersecurity, Machine Learning",Beginner,practical,0
STU01746,Machine Learning,Advanced,Visual,2
STU01747,"Web Development, Data Analytics, Deep Learning",Beginner,Visual,0
STU01748,"Software Development, DevOps, Python",Advanced,Visual,2
STU01749,SQL,Intermediate,Reading,1
STU01750,"Data Science, Machine Learning",Advanced,Visual,2
STU01751,"Artificial Intelligence, DevOps, Machine Learning",Advanced,Visual,2
STU01752,"Machine Learning, Data Analytics, Artificial Intelligence",Beginner,Visual,0
